monthly_upi_transactions,avg_transaction_amount,bill_payment_timeliness,mobile_recharge_frequency,age,location_type,income,occupation,savings_ratio,spending_ratio,payment_delay_days,loan_repaid,digital_activity_score,financial_discipline_score,is_underbanked
22,1444.37,0.777,11,40,urban,56848.63,nurse,0.128,0.812,0,0,31.776139999999998,0.4525,0
17,1546.05,1.0,5,54,urban,45141.22,artisan,0.418,0.939,11,1,26.28285,0.709,0
17,730.44,1.0,1,25,urban,51286.29,gig_worker,0.184,0.587,12,0,12.417480000000001,0.592,0
19,1194.52,0.726,1,30,urban,32544.98,artisan,0.195,0.663,0,0,22.695880000000002,0.4605,0
28,50.0,0.627,1,25,urban,35342.68,small_business,0.207,0.769,14,1,1.4,0.417,0
19,269.09,1.0,4,40,rural,32460.08,teacher,0.254,0.638,0,0,5.112709999999999,0.627,0
12,1102.3,0.674,14,60,urban,50985.04,gig_worker,0.398,0.778,4,1,13.227599999999999,0.536,0
19,1031.61,0.865,5,18,rural,35890.88,gig_worker,0.354,0.442,7,0,19.600589999999997,0.6094999999999999,0
23,375.06,1.0,15,41,rural,52663.64,nurse,0.313,0.675,5,1,8.62638,0.6565,0
30,660.77,0.852,4,52,urban,30815.31,gig_worker,0.075,0.843,0,0,19.8231,0.46349999999999997,0
13,1028.23,0.822,6,41,rural,50955.03,farmer,0.216,0.478,3,1,13.36699,0.519,0
24,847.83,0.519,2,34,urban,54668.06,driver,0.199,0.65,7,0,20.347920000000002,0.359,0
29,735.78,1.0,5,22,urban,47967.77,small_business,0.304,0.448,5,1,21.337619999999998,0.652,0
17,144.89,0.493,13,37,urban,58506.78,farmer,0.191,0.667,4,0,2.4631299999999996,0.34199999999999997,0
12,1025.24,1.0,6,38,urban,33333.78,driver,0.436,0.827,4,0,12.302880000000002,0.718,0
25,755.22,0.517,15,57,urban,54467.56,farmer,0.317,0.622,11,0,18.8805,0.41700000000000004,0
21,1936.4,0.671,5,48,urban,46200.22,teacher,0.309,0.819,7,0,40.6644,0.49,0
27,1552.48,1.0,6,53,urban,27424.79,teacher,0.073,0.864,0,0,41.916959999999996,0.5365,0
30,917.23,1.0,8,28,urban,7673.42,nurse,0.112,0.362,8,0,27.5169,0.556,0
36,50.0,0.837,2,32,urban,11523.12,farmer,0.141,0.548,14,0,1.8,0.489,0
16,2062.37,0.755,13,36,urban,6000.0,artisan,0.221,0.443,9,0,32.99792,0.488,0
22,1258.41,0.848,7,24,urban,49670.33,gig_worker,0.399,0.699,17,1,27.68502,0.6234999999999999,0
21,574.72,0.466,14,45,urban,36154.16,teacher,0.106,0.87,0,1,12.069120000000002,0.28600000000000003,0
13,1292.97,1.0,6,60,rural,43569.82,student,0.01,0.734,4,1,16.80861,0.505,0
19,1247.71,0.708,10,22,urban,38752.77,driver,0.435,0.752,21,1,23.706490000000002,0.5715,0
31,522.16,0.774,8,22,rural,52470.06,student,0.151,0.608,11,0,16.18696,0.4625,0
29,384.66,0.835,9,47,urban,52996.42,student,0.21,0.798,0,1,11.155140000000001,0.5225,0
21,1220.93,0.87,14,49,rural,42772.22,nurse,0.371,0.715,11,1,25.639530000000004,0.6205,0
17,1387.76,0.9,8,25,urban,43861.57,student,0.396,0.903,6,1,23.59192,0.648,0
21,1010.58,1.0,14,27,rural,44580.56,student,0.083,0.711,13,1,21.22218,0.5415,0
24,978.03,1.0,5,55,rural,67052.09,student,0.26,0.415,6,1,23.472720000000002,0.63,0
23,1526.98,0.815,4,49,urban,6000.0,gig_worker,0.429,0.459,14,1,35.12054,0.622,0
31,774.99,0.952,3,45,rural,29930.62,small_business,0.226,0.478,6,1,24.02469,0.589,0
26,50.0,0.977,10,34,urban,57574.7,farmer,0.386,0.578,10,0,1.3,0.6815,0
13,1117.18,0.507,9,48,urban,61942.24,artisan,0.245,0.952,17,0,14.523340000000001,0.376,0
26,1426.37,0.741,7,25,rural,49689.6,student,0.385,0.887,9,0,37.08562,0.563,0
29,1087.63,0.657,1,57,rural,38685.71,student,0.42,0.757,0,0,31.541270000000004,0.5385,0
37,210.53,0.825,3,42,urban,75508.07,teacher,0.48,0.822,1,1,7.78961,0.6525,0
15,529.28,1.0,13,26,urban,45200.61,artisan,0.291,0.806,16,0,7.9392,0.6455,0
21,780.31,0.96,15,19,rural,42554.15,gig_worker,0.161,0.867,0,0,16.386509999999998,0.5605,0
17,188.72,0.968,12,32,rural,65972.14,driver,0.261,0.493,2,1,3.20824,0.6145,0
14,561.77,0.749,3,20,rural,50559.92,farmer,0.27,0.911,28,0,7.86478,0.5095000000000001,0
18,1547.4,0.75,13,53,rural,58916.94,artisan,0.222,0.697,5,0,27.8532,0.486,0
23,352.78,0.711,6,21,urban,61025.5,driver,0.33,0.738,10,0,8.11394,0.5205,0
12,701.51,0.659,15,31,rural,35295.51,nurse,0.305,0.882,2,0,8.418119999999998,0.482,0
14,1208.32,0.924,13,58,urban,73819.17,teacher,0.263,0.731,11,1,16.91648,0.5935,0
11,50.0,0.721,2,58,urban,6000.0,teacher,0.55,0.524,13,0,0.55,0.6355,0
19,1527.99,0.586,4,42,urban,6366.18,nurse,0.098,0.649,5,0,29.03181,0.34199999999999997,0
27,541.15,0.872,12,27,rural,29756.14,driver,0.275,0.808,8,1,14.611049999999999,0.5735,0
20,323.47,0.832,2,38,urban,34379.51,artisan,0.221,0.572,0,1,6.4694,0.5265,0
18,1543.87,0.873,5,53,rural,41564.79,farmer,0.01,0.577,4,1,27.789659999999998,0.4415,0
23,1285.88,1.0,13,29,urban,29590.0,driver,0.126,0.742,8,0,29.57524,0.563,0
25,337.57,0.824,15,44,urban,41785.47,farmer,0.01,0.713,21,0,8.43925,0.417,0
26,659.17,0.704,4,57,rural,38307.43,gig_worker,0.345,0.564,0,0,17.13842,0.5245,0
16,991.79,0.703,4,19,urban,78080.37,student,0.031,0.921,11,0,15.86864,0.367,0
11,686.51,0.647,12,30,urban,27510.44,nurse,0.014,0.718,14,0,7.551609999999999,0.3305,0
18,1492.18,0.682,4,49,urban,11705.2,small_business,0.189,0.294,5,1,26.859240000000003,0.4355,0
26,1281.65,0.595,13,48,rural,62142.0,farmer,0.168,0.754,12,1,33.322900000000004,0.3815,0
17,50.0,0.841,4,33,urban,29148.78,teacher,0.16,0.798,15,0,0.85,0.5005,0
35,436.86,0.698,14,49,urban,40350.06,student,0.057,0.806,21,0,15.2901,0.3775,0
19,579.93,0.843,5,49,urban,30368.84,gig_worker,0.354,0.603,20,1,11.018669999999998,0.5985,0
14,614.79,0.755,2,51,urban,55269.17,teacher,0.194,0.512,0,1,8.607059999999999,0.47450000000000003,0
10,1073.02,0.801,6,28,urban,17263.06,gig_worker,0.366,0.687,4,0,10.7302,0.5835,0
28,1417.39,1.0,1,27,urban,6000.0,teacher,0.072,0.715,11,1,39.68692000000001,0.536,0
25,529.73,1.0,10,32,urban,65322.89,driver,0.124,0.817,8,1,13.24325,0.562,0
21,286.56,0.543,2,34,rural,46454.47,artisan,0.089,0.741,13,0,6.01776,0.316,0
19,688.02,0.71,3,57,urban,61307.6,driver,0.216,0.879,9,0,13.072379999999999,0.46299999999999997,0
16,50.0,0.478,2,35,urban,64719.82,driver,0.119,0.887,10,0,0.8,0.2985,0
20,1198.43,0.748,15,26,urban,25503.61,artisan,0.382,0.683,8,0,23.968600000000002,0.565,0
22,787.4,0.88,3,42,urban,43091.97,gig_worker,0.01,0.506,10,0,17.3228,0.445,0
17,642.65,1.0,8,57,rural,51096.99,gig_worker,0.473,0.865,12,0,10.925049999999999,0.7364999999999999,0
15,959.38,1.0,3,31,urban,40050.74,artisan,0.175,0.784,11,1,14.3907,0.5875,0
16,391.16,0.877,11,42,urban,36381.28,teacher,0.104,0.502,0,1,6.25856,0.4905,0
19,674.93,0.652,14,39,rural,38154.28,farmer,0.496,0.639,0,0,12.823669999999998,0.5740000000000001,0
26,510.82,0.972,10,47,urban,61503.77,gig_worker,0.205,0.497,8,0,13.28132,0.5885,0
30,50.0,0.829,1,37,urban,37337.78,teacher,0.175,0.331,11,1,1.5,0.502,0
16,846.65,0.854,15,38,urban,52804.13,farmer,0.127,0.504,11,1,13.5464,0.4905,0
18,2108.86,1.0,14,49,urban,48244.07,artisan,0.18,0.295,0,1,37.959480000000006,0.59,0
29,863.97,0.65,11,38,urban,24644.71,driver,0.293,0.765,2,1,25.055130000000002,0.47150000000000003,0
19,463.42,1.0,8,52,urban,47435.45,gig_worker,0.298,0.689,10,1,8.804979999999999,0.649,0
21,878.43,1.0,8,49,rural,14303.92,small_business,0.041,0.529,12,0,18.447029999999998,0.5205,0
10,302.6,0.832,7,47,rural,49225.8,driver,0.045,0.811,9,1,3.026,0.4385,0
30,551.61,0.855,4,56,urban,58040.11,nurse,0.374,0.423,8,1,16.548299999999998,0.6145,0
12,637.05,0.693,12,29,urban,62185.45,farmer,0.141,0.904,10,1,7.6446,0.417,0
22,572.59,0.854,5,58,urban,24851.58,small_business,0.211,0.598,12,1,12.596980000000002,0.5325,0
18,703.06,0.837,12,35,urban,32349.23,driver,0.238,0.758,0,1,12.655079999999998,0.5375,0
20,1195.4,0.696,12,38,urban,47113.17,student,0.44,0.492,4,1,23.908,0.568,0
16,646.66,0.691,11,30,rural,33433.35,gig_worker,0.418,0.702,11,1,10.34656,0.5545,0
23,701.95,0.777,14,38,rural,7280.21,small_business,0.271,0.661,6,1,16.14485,0.524,0
21,50.0,0.818,10,25,rural,32249.46,teacher,0.119,0.627,8,1,1.05,0.46849999999999997,0
15,188.63,0.512,6,57,rural,47043.63,farmer,0.567,0.597,4,0,2.82945,0.5395,0
20,890.72,1.0,6,24,urban,61215.51,nurse,0.325,0.752,4,1,17.814400000000003,0.6625,0
17,1420.89,0.73,7,40,urban,72405.75,teacher,0.425,0.52,9,0,24.15513,0.5775,0
39,755.85,0.766,4,49,urban,44249.06,student,0.184,0.326,0,1,29.478150000000003,0.475,0
18,813.09,0.852,8,28,urban,52196.9,small_business,0.047,0.668,9,0,14.635620000000001,0.4495,0
21,140.59,0.772,2,39,rural,59294.11,driver,0.296,0.871,3,0,2.95239,0.534,0
19,439.69,1.0,9,39,urban,6000.0,farmer,0.223,0.377,0,0,8.35411,0.6115,0
15,969.14,0.769,15,60,rural,23654.11,gig_worker,0.468,0.695,14,0,14.5371,0.6185,0
25,1451.37,0.715,6,42,urban,43846.12,nurse,0.205,0.68,19,0,36.28425,0.45999999999999996,0
13,950.53,0.932,14,39,rural,70007.01,driver,0.153,0.778,9,0,12.35689,0.5425,0
20,784.39,0.957,12,45,rural,53335.69,nurse,0.413,0.697,9,1,15.6878,0.6849999999999999,0
19,979.21,1.0,1,46,rural,47934.59,gig_worker,0.157,0.555,4,1,18.60499,0.5785,0
20,344.57,0.479,15,30,rural,37893.98,artisan,0.179,0.389,17,1,6.8914,0.32899999999999996,0
22,384.27,0.834,1,35,urban,49682.29,farmer,0.01,0.696,19,0,8.45394,0.422,0
19,734.52,0.943,13,19,rural,31264.07,small_business,0.389,0.558,9,0,13.955879999999999,0.6659999999999999,0
23,272.38,0.656,8,46,rural,27963.07,nurse,0.193,0.525,17,0,6.26474,0.4245,0
25,1200.05,1.0,10,38,rural,29527.13,farmer,0.043,0.697,8,0,30.00125,0.5215,0
18,1319.51,0.697,10,32,rural,66128.67,nurse,0.394,0.485,7,1,23.75118,0.5455,0
15,713.84,0.841,13,44,rural,26875.46,driver,0.18,0.701,8,1,10.707600000000001,0.5105,0
14,1227.84,1.0,7,48,rural,34822.01,nurse,0.493,0.776,5,0,17.18976,0.7464999999999999,0
14,1593.69,0.623,3,32,urban,50478.2,artisan,0.412,0.409,20,1,22.31166,0.5175,0
17,1051.51,0.796,8,40,rural,26156.67,driver,0.039,0.854,15,0,17.87567,0.41750000000000004,0
15,1298.47,0.958,15,41,urban,46070.95,driver,0.328,0.674,1,1,19.47705,0.643,0
16,811.99,0.847,8,30,urban,46064.48,farmer,0.378,0.863,10,0,12.99184,0.6125,0
28,1300.14,0.94,13,39,urban,30759.83,teacher,0.01,0.623,9,0,36.40392000000001,0.475,0
16,787.49,0.964,7,60,urban,37341.96,gig_worker,0.181,1.012,12,0,12.59984,0.5725,0
18,501.55,0.725,14,54,urban,25015.63,nurse,0.139,0.944,7,0,9.027899999999999,0.432,0
23,1196.72,1.0,5,50,urban,66889.79,small_business,0.383,0.678,2,1,27.52456,0.6915,0
15,959.89,0.669,8,20,urban,46636.69,student,0.085,0.651,1,0,14.39835,0.377,0
28,1239.9,1.0,5,36,urban,23124.42,driver,0.26,0.245,5,1,34.717200000000005,0.63,0
22,479.47,0.883,1,40,urban,44273.73,teacher,0.51,0.643,11,0,10.54834,0.6965,0
34,1008.75,0.709,8,46,rural,45088.69,driver,0.01,0.729,12,1,34.2975,0.3595,0
29,1321.12,0.665,7,47,rural,6000.0,teacher,0.234,0.677,19,0,38.312479999999994,0.4495,0
14,626.91,0.871,7,56,rural,41564.79,teacher,0.239,0.713,0,1,8.77674,0.5549999999999999,0
26,1250.51,0.78,2,42,rural,24187.05,small_business,0.01,0.767,19,0,32.513259999999995,0.395,0
17,1636.41,0.908,11,54,rural,79623.86,teacher,0.01,0.626,0,1,27.81897,0.459,0
21,555.52,0.779,12,25,urban,56315.23,small_business,0.35,0.718,12,0,11.66592,0.5645,0
21,982.83,0.833,12,59,rural,21717.06,farmer,0.212,0.566,10,0,20.63943,0.5225,0
14,1727.3,0.912,12,33,rural,36343.49,driver,0.249,0.461,1,0,24.1822,0.5805,0
24,132.24,0.809,3,25,urban,58607.13,small_business,0.198,0.98,9,1,3.17376,0.5035000000000001,0
11,1052.34,0.774,12,18,urban,37720.45,gig_worker,0.407,0.465,3,0,11.57574,0.5905,0
21,1196.42,0.884,3,22,rural,63208.27,artisan,0.58,0.631,17,1,25.12482,0.732,0
23,860.3,0.754,12,20,urban,35230.76,driver,0.387,0.815,0,1,19.7869,0.5705,0
10,1968.64,0.941,12,18,rural,40584.03,artisan,0.01,0.633,11,0,19.686400000000003,0.4755,0
24,1095.42,0.902,11,21,urban,41564.79,gig_worker,0.215,0.782,14,1,26.290080000000003,0.5585,0
28,1522.42,0.946,10,57,rural,52861.04,nurse,0.432,0.874,0,1,42.62776,0.689,0
21,1266.82,0.945,6,52,urban,25345.91,gig_worker,0.156,0.693,0,1,26.603219999999997,0.5505,0
16,1597.24,0.775,6,49,urban,49812.93,farmer,0.433,0.763,2,0,25.55584,0.604,0
29,938.1,0.46,3,59,urban,45014.07,nurse,0.169,0.78,0,1,27.204900000000002,0.3145,0
24,197.41,0.791,11,51,rural,25588.8,nurse,0.032,0.529,14,1,4.73784,0.41150000000000003,0
17,1123.18,0.863,5,60,rural,16971.41,teacher,0.328,0.43,10,0,19.094060000000002,0.5955,0
21,50.0,0.799,9,42,rural,7235.09,gig_worker,0.289,1.043,12,0,1.05,0.544,0
20,683.11,0.69,7,27,urban,36700.37,student,0.13,0.758,13,0,13.6622,0.41,0
27,616.82,1.0,9,38,rural,41027.88,teacher,0.415,0.524,9,1,16.65414,0.7075,0
17,656.04,0.676,2,56,urban,51082.41,gig_worker,0.01,1.056,0,1,11.15268,0.343,0
22,1482.1,0.697,10,44,urban,56768.62,nurse,0.378,0.412,5,0,32.606199999999994,0.5375,0
18,837.27,0.739,10,44,urban,34550.54,student,0.138,0.522,14,0,15.07086,0.4385,0
31,1877.89,0.767,1,19,rural,40504.72,teacher,0.484,0.595,5,0,58.21459,0.6255,0
19,817.63,0.715,2,58,urban,28343.0,artisan,0.343,0.856,8,1,15.53497,0.529,0
25,50.0,0.817,6,30,urban,43570.29,driver,0.168,0.61,14,1,1.25,0.4925,0
10,553.9,0.839,10,26,rural,59433.16,student,0.075,0.661,16,0,5.539,0.45699999999999996,0
24,1275.31,0.647,7,53,rural,43820.57,gig_worker,0.01,0.459,21,0,30.60744,0.3285,0
17,176.15,0.62,8,39,urban,62939.86,gig_worker,0.208,0.65,8,1,2.9945500000000003,0.414,0
19,672.02,0.95,11,59,urban,59132.07,teacher,0.228,0.631,5,0,12.768379999999999,0.589,0
22,1258.19,0.811,6,43,urban,68238.56,gig_worker,0.378,0.393,7,0,27.68018,0.5945,0
31,692.27,1.0,6,29,urban,44326.18,nurse,0.112,0.623,4,1,21.460369999999998,0.556,0
9,572.6,0.935,3,34,rural,32416.26,teacher,0.275,0.518,7,0,5.1534,0.605,0
22,1477.13,0.767,15,31,urban,53182.2,teacher,0.167,0.939,3,1,32.49686,0.467,0
24,736.55,0.898,9,31,rural,35287.75,student,0.445,0.728,15,1,17.677199999999996,0.6715,0
21,328.87,0.954,11,51,rural,52617.33,small_business,0.201,0.945,2,0,6.90627,0.5775,0
27,1266.81,0.675,2,37,urban,30069.54,artisan,0.11,0.336,20,0,34.203869999999995,0.3925,0
23,1418.4,0.544,11,28,rural,27088.69,artisan,0.04,0.494,0,0,32.623200000000004,0.29200000000000004,0
18,940.29,0.649,14,33,urban,63896.03,small_business,0.152,0.55,7,0,16.92522,0.4005,0
21,560.21,0.923,5,48,urban,23773.66,student,0.185,0.534,14,0,11.76441,0.554,0
22,406.34,1.0,3,23,urban,60400.46,nurse,0.19,0.736,0,1,8.93948,0.595,0
20,573.2,0.814,1,36,urban,52548.56,driver,0.284,0.628,1,1,11.464,0.5489999999999999,0
22,219.72,1.0,2,54,urban,43697.36,gig_worker,0.17,0.498,11,0,4.83384,0.585,0
11,603.72,0.984,6,21,urban,7932.39,student,0.095,1.192,12,0,6.64092,0.5395,0
14,1124.64,0.694,14,21,rural,68741.86,farmer,0.157,0.715,2,1,15.74496,0.4255,0
16,1218.34,0.808,10,37,rural,25172.89,gig_worker,0.187,0.316,7,1,19.49344,0.49750000000000005,0
21,863.55,0.935,1,27,rural,59156.77,farmer,0.135,0.811,17,0,18.13455,0.535,0
17,1041.22,0.609,11,41,urban,29563.07,student,0.01,1.112,9,0,17.700740000000003,0.3095,0
28,732.43,0.973,15,52,rural,28119.06,artisan,0.01,0.811,0,1,20.508039999999998,0.4915,0
12,484.76,1.0,2,43,rural,54035.09,nurse,0.01,0.494,0,1,5.81712,0.505,0
16,678.79,0.966,10,54,rural,51692.37,driver,0.245,0.6,10,0,10.86064,0.6054999999999999,0
21,1412.15,0.799,5,55,rural,21388.24,driver,0.288,0.826,14,0,29.655150000000003,0.5435,0
14,50.0,0.907,1,38,rural,67861.66,driver,0.094,0.511,15,0,0.7,0.5005000000000001,0
15,276.89,0.997,14,57,urban,38291.18,small_business,0.293,0.652,17,0,4.15335,0.645,0
20,613.36,0.555,14,56,rural,43240.72,nurse,0.162,0.517,9,1,12.2672,0.35850000000000004,0
17,294.4,0.388,15,38,urban,36652.6,farmer,0.198,0.786,8,0,5.0047999999999995,0.29300000000000004,0
22,1069.07,0.913,11,27,rural,22150.25,driver,0.024,0.826,10,1,23.519539999999996,0.4685,0
15,83.3,0.713,11,55,urban,55234.04,nurse,0.407,0.918,12,1,1.2495,0.5599999999999999,0
15,1451.68,0.852,10,21,urban,47211.91,gig_worker,0.459,0.862,3,0,21.7752,0.6555,0
16,1828.14,0.856,4,37,urban,27508.47,farmer,0.269,0.935,9,1,29.25024,0.5625,0
22,974.4,1.0,5,34,rural,58994.4,artisan,0.106,0.973,1,1,21.436799999999998,0.553,0
27,540.55,0.851,5,24,urban,42987.06,small_business,0.234,0.428,0,0,14.59485,0.5425,0
25,1313.41,0.916,5,21,urban,43374.79,teacher,0.104,0.54,6,1,32.83525,0.51,0
26,708.56,0.904,14,46,rural,73977.34,student,0.019,0.515,12,0,18.422559999999997,0.4615,0
18,422.72,0.963,10,31,rural,13056.0,student,0.326,0.71,0,1,7.608960000000001,0.6445,0
11,876.34,0.718,9,20,urban,12818.33,farmer,0.071,0.566,13,1,9.63974,0.39449999999999996,0
17,61.59,0.875,9,41,urban,16871.91,artisan,0.092,0.611,11,0,1.04703,0.4835,0
20,480.01,0.4,5,54,rural,48545.4,artisan,0.01,0.873,2,0,9.600200000000001,0.20500000000000002,0
24,467.12,0.706,6,33,rural,35537.22,artisan,0.38,0.779,20,0,11.210880000000001,0.5429999999999999,0
13,802.7,1.0,8,21,urban,36968.16,gig_worker,0.446,0.591,4,1,10.4351,0.723,0
18,55.19,0.581,12,41,rural,25036.5,farmer,0.33,0.822,0,0,0.99342,0.4555,0
19,386.69,0.601,7,51,urban,71974.52,farmer,0.342,0.732,11,1,7.34711,0.47150000000000003,0
20,593.26,0.937,15,47,rural,78018.32,teacher,0.019,0.733,15,1,11.865200000000002,0.47800000000000004,0
17,1087.03,0.71,6,35,rural,58180.28,driver,0.181,0.8,19,0,18.479509999999998,0.4455,0
22,851.28,1.0,4,36,urban,14868.86,gig_worker,0.329,0.238,8,1,18.72816,0.6645,0
20,1667.43,0.833,3,48,urban,33235.86,artisan,0.074,0.519,14,1,33.3486,0.45349999999999996,0
25,397.64,1.0,4,36,rural,56894.3,teacher,0.159,0.497,4,1,9.941,0.5795,0
27,1291.62,1.0,13,36,rural,41175.07,farmer,0.01,0.686,12,0,34.87374,0.505,0
19,1291.25,1.0,3,39,urban,58239.97,gig_worker,0.175,0.818,20,1,24.53375,0.5875,0
16,940.2,0.728,13,41,rural,64460.68,small_business,0.193,0.587,24,0,15.0432,0.4605,0
20,920.82,0.618,8,29,rural,76329.52,farmer,0.295,0.512,3,1,18.416400000000003,0.4565,0
19,981.99,1.0,6,47,urban,30212.43,small_business,0.01,0.29,18,0,18.65781,0.505,0
13,380.37,0.817,6,55,rural,43463.13,nurse,0.01,0.747,1,1,4.94481,0.4135,0
15,1330.24,0.856,1,48,rural,34066.26,small_business,0.405,0.468,3,0,19.953599999999998,0.6305000000000001,0
15,887.43,1.0,5,53,rural,6000.0,farmer,0.381,0.735,5,0,13.311449999999999,0.6905,0
24,248.75,0.618,8,36,urban,54628.58,teacher,0.123,0.52,14,0,5.97,0.3705,0
25,1445.59,0.926,11,53,urban,52141.95,farmer,0.449,0.78,8,1,36.13975,0.6875,0
14,795.68,0.731,13,47,urban,32157.13,farmer,0.245,0.746,0,1,11.13952,0.488,0
22,876.5,0.963,2,50,rural,13235.0,nurse,0.391,0.36,11,1,19.283,0.677,0
18,50.0,0.89,14,35,rural,35085.78,artisan,0.176,0.837,17,0,0.9,0.533,0
18,808.76,0.979,3,45,rural,55160.28,driver,0.267,0.734,9,0,14.55768,0.623,0
31,1484.56,0.743,12,28,rural,66071.99,farmer,0.169,0.875,14,1,46.02136,0.456,0
26,536.25,0.692,9,50,urban,29173.58,nurse,0.471,0.43,2,0,13.9425,0.5814999999999999,0
18,206.02,0.82,12,34,rural,61938.53,teacher,0.196,0.48,14,0,3.7083600000000003,0.508,0
17,1077.97,0.715,13,23,urban,53204.48,nurse,0.207,0.61,3,0,18.325490000000002,0.46099999999999997,0
21,50.0,0.707,4,21,rural,49438.21,student,0.01,0.652,8,0,1.05,0.3585,0
18,1150.54,0.694,11,37,urban,18716.06,nurse,0.202,0.631,1,0,20.70972,0.44799999999999995,0
24,748.21,0.934,10,44,rural,19498.28,small_business,0.481,0.329,0,1,17.95704,0.7075,0
18,890.8,1.0,12,32,rural,27045.85,driver,0.423,0.728,0,1,16.034399999999998,0.7115,0
19,2032.33,0.963,5,23,rural,36125.02,driver,0.193,0.629,5,0,38.61427,0.578,0
22,975.22,0.946,12,31,urban,41564.79,gig_worker,0.206,0.611,9,1,21.45484,0.576,0
14,180.81,0.942,12,28,urban,30079.77,artisan,0.033,0.683,2,0,2.53134,0.4875,0
22,907.42,0.656,15,56,rural,55882.53,teacher,0.272,0.724,26,0,19.96324,0.464,0
27,1221.52,0.945,11,26,rural,33634.26,gig_worker,0.269,0.658,6,0,32.98104,0.607,0
36,50.0,0.496,15,43,urban,50508.73,artisan,0.299,0.505,0,1,1.8,0.39749999999999996,0
9,843.61,0.887,7,33,rural,40866.34,artisan,0.01,0.431,0,0,7.59249,0.4485,0
22,50.0,0.952,13,22,urban,45186.42,nurse,0.394,0.839,21,0,1.1,0.673,0
21,862.37,0.966,15,27,urban,48653.07,teacher,0.186,0.503,11,0,18.10977,0.576,0
29,1622.27,0.937,5,20,rural,37509.77,artisan,0.404,0.456,0,0,47.04583,0.6705000000000001,0
14,632.8,0.596,2,30,rural,48740.35,teacher,0.251,0.684,5,1,8.8592,0.4235,0
17,889.36,0.704,7,60,rural,64210.48,driver,0.434,0.766,3,0,15.11912,0.569,0
13,989.89,1.0,11,47,rural,28425.92,driver,0.317,0.908,13,0,12.86857,0.6585,0
13,1021.3,0.886,6,23,urban,63345.58,driver,0.094,0.522,22,0,13.2769,0.49,0
23,924.05,0.877,11,34,urban,37226.35,farmer,0.343,0.548,1,0,21.253149999999998,0.61,0
15,50.0,0.725,9,36,urban,35322.14,nurse,0.373,0.717,13,1,0.75,0.5489999999999999,0
22,942.3,0.622,2,59,urban,54592.07,student,0.252,0.795,8,0,20.7306,0.437,0
13,532.76,0.688,2,52,rural,35859.13,teacher,0.178,0.575,4,0,6.92588,0.43299999999999994,0
21,279.62,0.57,13,43,urban,47745.05,nurse,0.359,0.798,5,0,5.87202,0.46449999999999997,0
21,949.63,0.919,13,22,urban,46063.46,artisan,0.393,0.572,0,0,19.94223,0.656,0
26,919.59,0.292,8,46,urban,6000.0,teacher,0.023,0.701,10,0,23.90934,0.1575,0
19,50.0,0.689,10,54,urban,49516.53,teacher,0.24,0.444,10,1,0.95,0.46449999999999997,0
29,650.32,1.0,11,37,urban,16060.17,gig_worker,0.19,0.755,12,1,18.859280000000002,0.595,0
19,1520.89,0.781,1,38,rural,17432.13,teacher,0.504,0.772,9,1,28.896910000000002,0.6425000000000001,0
17,220.93,0.681,8,27,rural,48596.35,teacher,0.113,0.716,1,1,3.75581,0.397,0
19,933.59,1.0,5,22,rural,51658.62,small_business,0.303,0.342,12,1,17.73821,0.6515,0
22,247.25,0.747,1,53,rural,63690.89,student,0.324,0.608,2,1,5.4395,0.5355,0
15,1670.22,1.0,10,23,urban,22391.38,small_business,0.229,0.745,7,0,25.0533,0.6145,0
19,1199.01,0.77,11,43,rural,28656.98,gig_worker,0.427,0.537,1,1,22.78119,0.5985,0
17,435.31,0.984,1,21,urban,50358.58,farmer,0.206,0.897,14,1,7.400270000000001,0.595,0
26,956.9,1.0,6,56,urban,64036.99,driver,0.037,1.09,3,1,24.879399999999997,0.5185,0
13,164.77,0.847,12,56,rural,45459.15,artisan,0.44,0.522,22,0,2.1420100000000004,0.6435,0
22,50.0,0.758,10,52,urban,26196.02,artisan,0.153,0.793,4,1,1.1,0.4555,0
14,802.56,0.949,11,18,rural,69115.51,student,0.234,0.652,11,0,11.23584,0.5915,0
35,471.19,0.642,2,41,urban,37277.4,teacher,0.197,0.76,12,0,16.49165,0.4195,0
19,949.16,1.0,2,53,rural,37838.39,nurse,0.078,0.659,0,0,18.03404,0.539,0
21,50.0,0.705,1,23,urban,16154.75,artisan,0.082,0.647,0,0,1.05,0.39349999999999996,0
26,571.87,0.542,1,58,urban,55033.58,small_business,0.01,0.597,0,0,14.86862,0.276,0
15,1615.32,0.802,4,48,rural,57346.9,driver,0.298,0.773,9,0,24.2298,0.55,0
16,1565.36,0.742,5,37,urban,29295.04,farmer,0.328,0.408,1,0,25.045759999999998,0.535,0
34,1686.49,0.378,4,41,urban,73521.73,driver,0.257,0.554,2,0,57.34066000000001,0.3175,0
24,1979.85,0.823,6,42,urban,31431.69,teacher,0.311,0.695,19,0,47.5164,0.567,0
15,648.0,0.624,8,53,rural,53254.58,student,0.2,0.572,4,0,9.72,0.41200000000000003,0
18,50.0,0.739,11,38,rural,46025.69,driver,0.25,0.901,14,1,0.9,0.4945,0
32,1401.97,0.624,15,47,urban,6000.0,teacher,0.216,0.778,5,0,44.86304,0.42,0
18,291.71,0.939,11,41,rural,51790.26,gig_worker,0.209,0.487,6,1,5.25078,0.574,0
